formula,id,band_gap,formation_energy,energy_above_hull
CsCuCl3,mp-675287,0.0,-1.284851673166655,0.04922214233333477
Ho4Fe,mp-1213581,0.0,0.43749324300000436,0.4658740350000041
TmS2,mp-1071948,0.0,-1.8695613152083344,0.11417151932291958
CoWO4,mp-19092,0.0,-1.9154362058333316,0.0
MgTi(WO4)2,mp-2218111,1.6719,-2.523374789027777,0.14110288104166635
Ca12Mn8Si7(H5O16)3,mp-746884,1.0723,-2.335905169802204,0.20523580061727742
PbI2,mp-22893,2.3703,-0.9539875783333299,0.0016431300000006033
Fe3P4O15,mp-705395,0.0,-2.235963991980519,0.09694180780303885
CsC2N3,mp-1029718,4.0656,-0.2686612493869739,0.008643674722224048
FeCu(PO4)2,mp-768377,0.0,-2.0400705538293655,0.08287131983507301
Sr2MnMoO6,mp-705116,0.9344000000000001,-2.6398880252931027,0.006339866999999444
Si,mp-1202745,0.8932000000000002,0.14423974724137903,0.14423974724137878
Li2VPO5,mp-757041,1.5391999999999997,-2.6234031277843917,0.07744791870370804
Zn(CrS2)2,mp-1045448,0.0,-0.8877545685714269,0.15929455285713878
Na10Zn4Si5Ge4S7O48,mp-2715087,0.4565999999999999,-2.132792110230253,0.2019648369124072
Na4B3Cl,mp-1221191,0.0,1.0144549847866378,1.5671004781616382
Cu2HgGeS4,mp-557574,0.04560000000000031,-0.5292936065624998,0.0036740081250004053
Li2Mg,mp-977218,0.0,-0.016993802777777844,0.01781477944444454
LiFe2O2F3,mp-755438,1.1486,-2.3261603169791663,0.06968038229166584
Li9Mn2Co5O16,mp-1175481,1.1871,-1.8250166211206897,0.08141165062499756
Na5La2Nb2Si3(PO8)3,mp-2714066,1.8738,-2.9346901483972254,0.153115645662397
Ca2AsAu,mp-867113,0.19810000000000016,-1.0932396656249992,0.04025386218751592
Sr7Ge6,mp-1198122,0.0,-0.6698631478846179,0.014508441730768595
CoTe2,mp-9945,0.0,-0.18488016166666435,0.0
CsPr(SO6)2,mp-1202917,0.4344,-1.2912477318013647,0.6186799807812493
Ho5Bi2Pd,mp-1196727,0.0,-0.6832785912499961,0.0011414067187489607
KLaEuSbO6,mp-1520830,0.0,-2.345401076975,0.5120521243333354
Sr4MgV2Fe2(AsO3)2,mp-2229607,0.0,-1.8337620179411762,0.3227884728039241
KPuP2S7,mp-510007,0.036900000000000155,-1.0714006727532448,0.0
LiGaH4,mp-1192145,4.6818,-0.16771606203372968,0.00028410416666702076
Hf(CoSi)2,mp-571367,0.0,-0.7260558240000066,0.0
B8O,mp-1228652,2.3696,-0.5703278216666671,0.020614433888888506
ZnP4H16(NO8)2,mp-24267,4.9641,-1.6837585132967026,0.002128744038449426
FeHO2,mp-510670,1.8729,-1.496221712812499,0.050746436875000356
